Book Name,Author,Genre,Average Ratings,Total Ratings,Publisher,Stall Number
The Perfect Game,J. Sterling,NewAdult,3.95,56210,NorthStar Books,45
Piercing the Darkness,Frank E. Peretti,ChristianFiction,4.32,56174,Topaz Publishing,35
This Is Your Brain on Music: The Science of a Human Obsession,Daniel J. Levitin,Music,3.88,56026,Topaz Publishing,28
While It Lasts,Abbi Glines,Romance,4.23,55792,Marigold Press,34
Surprised by Joy: The Shape of My Early Life,C.S. Lewis,Biography,4.04,55749,Jade Books,49
A Song of Ice and Fire,George R.R. Martin,Fantasy,4.55,55713,Silver Oak Publishing,44
"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",Chris Guillebeau,Business,3.86,55630,Emerald Isle Publishers,19
The Outlaw Demon Wails,Kim Harrison,Fantasy,4.36,55584,Jade Books,10
A Kiss of Shadows,Laurell K. Hamilton,Fantasy,4,55565,Opal Book House,3
One Night at the Call Center,Chetan Bhagat,Fiction,2.51,55387,Jade Books,15
Picture Perfect,Jodi Picoult,Fiction,3.55,55301,NorthStar Books,49
The Gamble,Kristen Ashley,Romance,4.27,55297,Coral Wave Press,48
Black House,Stephen King,Horror,4.01,55187,NorthStar Books,15
The Time Machine/The Invisible Man,H.G. Wells,Classics,4.1,55163,Teal Publications,18
Because of Low,Abbi Glines,Romance,4.13,54834,Heritage Publishing,15
The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life: Before 8AM,Hal Elrod,SelfHelp,3.91,54691,Coastal Breeze Publishers,15
Beauty from Pain,Georgia Cates,Romance,4.23,54671,NorthStar Books,25
Marvel 1602,Neil Gaiman,SequentialArt,3.94,54660,Jade Books,1
Good Faeries Bad Faeries,Brian Froud,Fantasy,3.92,54530,Opal Book House,7
The Dog Stars,Peter Heller,Fiction,3.93,54499,Lotus Pond Press,24
Crucial Conversations: Tools for Talking When Stakes Are High,Kerry Patterson,Business,4.04,54344,Indigo Bookworks,14
Evil Under the Sun,Agatha Christie,Mystery,3.98,54204,Amber Ink Publishers,38
No Rest for the Wicked,Kresley Cole,Romance,4.27,54154,CBE Publishers,33
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,Nonfiction,3.7,54133,Riverbank Books,48
Wonderstruck,Brian Selznick,Historical,4.15,54053,"Global Reads, Coimbatore",6
The Railway Children,E. Nesbit,Classics,4,53998,Ruby Editions,20
History of Beauty,Umberto Eco,Art,3.81,53977,Goldleaf Publishers,6
The Sins of the Father,Jeffrey Archer,Fiction,4.08,53796,Orchid Publications,32
Seduced in the Dark,C.J. Roberts,Dark,4.29,53770,Pearl Press,28
The Wishsong of Shannara,Terry Brooks,Fantasy,3.95,53572,Teal Publications,35
Motorcycle Man,Kristen Ashley,Romance,4.4,53541,Coimbatore Press,26
It's in His Kiss,Julia Quinn,Romance,4.04,53540,Diamond Press,30
Reamde,Neal Stephenson,Fiction,3.98,53446,Riverdale Press,29
Written in Red,Anne Bishop,Fantasy,4.24,53440,Lotus Book Publishers,30
The Long Earth,Terry Pratchett,ScienceFiction,3.77,53281,Goldleaf Publishers,29
The Beginning of Everything,Robyn Schneider,YoungAdult,3.75,53281,Cherry Blossom Books,38
A Million Suns,Beth Revis,YoungAdult,4.02,53172,Heritage Publishing,47
Flags of Our Fathers,James D. Bradley,History,4.19,53110,Coastal Breeze Publishers,23
Lady Knight,Tamora Pierce,Fantasy,4.26,53098,Cobalt Blue Books,26
The Realms of the Gods,Tamora Pierce,Fantasy,4.31,53025,Velvet Ink Press,36
The Name of the Star,Maureen Johnson,YoungAdult,3.86,53001,Amber Ink Publishers,9
The End of Your Life Book Club,Will Schwalbe,Nonfiction,3.79,52948,Amber Ink Publishers,41
Salvage the Bones,Jesmyn Ward,Fiction,3.93,52918,Cherry Blossom Books,41
The Broken Eye,Brent Weeks,Fantasy,4.46,52899,Lotus Book Publishers,35
A Thousand Pieces of You,Claudia Gray,YoungAdult,3.89,52742,Coral Wave Press,35
That Summer,Sarah Dessen,YoungAdult,3.48,52479,Saffron Reads,1
"Over Sea, Under Stone",Susan Cooper,Fantasy,3.83,52477,Sunrise Books,21
Killing Kennedy: The End of Camelot,Bill O'Reilly,History,4.05,52448,Ruby Editions,49
Chronicles: Volume One,Bob Dylan,Music,3.96,52223,Opal Book House,44
Knight,Kristen Ashley,Romance,3.93,52129,Coastal Breeze Publishers,11
The Beautiful Mystery,Louise Penny,Mystery,4.18,52104,Ruby Editions,41
Before I Die,Jenny Downham,YoungAdult,3.82,52088,Star Light Publishing,49
A Murder Is Announced,Agatha Christie,Mystery,4,51729,Coastal Breeze Publishers,46
Mike Mulligan and His Steam Shovel,Virginia Lee Burton,Childrens,4.19,51604,Magnolia Books,35
The Retribution of Mara Dyer,Michelle Hodkin,YoungAdult,4.07,51601,Teal Publications,43
The Rook,Daniel O'Malley,Fantasy,4.1,51554,Cherry Blossom Books,25
One Week Girlfriend,Monica  Murphy,NewAdult,3.93,51535,Coastal Breeze Publishers,14
The Virgin's Lover,Philippa Gregory,Historical,3.71,51398,Emerald Isle Publishers,5
"Out of Sight, Out of Time",Ally Carter,YoungAdult,4.33,51315,Topaz Publishing,10
Fallen Crest High,Tijan,Romance,4.1,51179,Star Light Publishing,10
Bartleby the Scrivener,Herman Melville,Classics,3.92,51158,Lotus Book Publishers,34
Magic Rises,Ilona Andrews,Fantasy,4.43,51141,Mountain View Publishers,50
The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,Gary Keller,Business,4.1,51119,Quartz Books,3
Lost Light,Michael Connelly,Mystery,4.18,51098,Heritage Publishing,4
"No, David!",David Shannon,Childrens,4.14,51085,Emerald Literatures,49
Moon Over Soho,Ben Aaronovitch,Fantasy,4.1,51073,Riverdale Press,46
Claim Me,J. Kenner,Romance,4.2,51033,Emerald Isle Publishers,32
The Black Box,Michael Connelly,Mystery,4.13,51019,BookTown Coimbatore,40
The Name of This Book Is Secret,Pseudonymous Bosch,Mystery,4.06,51000,Lotus Book Publishers,34
Out of the Easy,Ruta Sepetys,Historical,4.01,51000,Diamond Press,13
A Town Like Alice,Nevil Shute,Fiction,4.14,50998,Lotus Book Publishers,44
In The Afterlight,Alexandra Bracken,ScienceFiction,4.28,50970,Saffron Reads,31
Queste,Angie Sage,Fantasy,4.06,50953,Opal Book House,22
Swann's Way,Marcel Proust,Classics,4.11,50944,Goldleaf Publishers,19
The Problem of Pain,C.S. Lewis,Christian,4.1,50644,Indigo Bookworks,19
Superman: Red Son,Mark Millar,SequentialArt,4.17,50522,Emerald Isle Publishers,7
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Ina Garten,FoodAndDrink,4.02,50472,Teal Publications,21
The Sugar Queen,Sarah Addison Allen,Fiction,3.98,50228,Lotus Pond Press,45
Hercule Poirot's Christmas,Agatha Christie,Mystery,3.97,50219,Heritage Publishing,3
UnWholly,Neal Shusterman,YoungAdult,4.25,50192,Fernwood Publishers,13
Mr. Brown Can Moo! Can You?,Dr. Seuss,Childrens,4.11,50192,Heritage Publishing,36
Labyrinth,Kate Mosse,Historical,3.59,50128,Coastal Breeze Publishers,29
The Magus,John Fowles,Fiction,4.05,50103,Topaz Publishing,44
A Trick of the Light,Louise Penny,Mystery,4.3,49995,Coral Wave Press,15
What We Talk About When We Talk About Love,Raymond Carver,ShortStories,4.14,49940,Marigold Press,24
Z: A Novel of Zelda Fitzgerald,Therese Anne Fowler,Historical,3.85,49939,Marigold Press,42
Red Sparrow,Jason  Matthews,Fiction,3.95,49860,Riverbank Books,40
The Appeal,John Grisham,Fiction,3.6,49845,Lotus Book Publishers,33
Skeleton Key,Anthony Horowitz,YoungAdult,4.07,49728,Sunrise Books,49
Page,Tamora Pierce,Fantasy,4.19,49631,Coral Wave Press,23
Dragonquest,Anne McCaffrey,Fantasy,4.05,49542,Velvet Ink Press,35
The Opportunist,Tarryn Fisher,Romance,4.21,49536,Sunflower Press,10
"A Suitable Boy (A Bridge of Leaves, #1)",Vikram Seth,Family Saga / Historical Fiction,4.11,49365,Marigold Press,42
The Lost Wife,Alyson Richman,Historical,4.21,49298,Jade Books,14
A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,James Bowen,Nonfiction,3.94,49217,"Urban Leaf Publications, Coimbatore",42
"Someday, Someday, Maybe",Lauren Graham,Fiction,3.52,49179,Galaxy Press,16
Down London Road,Samantha Young,Romance,4.22,49174,Onyx Publishing,15
The Disreputable History of Frankie Landau-Banks,E. Lockhart,YoungAdult,3.8,49065,Cobalt Blue Books,9
Forever My Girl,Heidi McLaughlin,Romance,4.01,49046,Opal Book House,9
Crooked House,Agatha Christie,Mystery,4.06,48954,Diamond Press,17
Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,FoodAndDrink,3.86,48899,Saffron Reads,38
4:50 from Paddington,Agatha Christie,Mystery,3.96,48749,Emerald Literatures,37
This Is What Happy Looks Like,Jennifer E. Smith,YoungAdult,3.68,48739,Goldleaf Publishers,21
Five Little Pigs,Agatha Christie,Mystery,4.02,48634,Heritage Publishing,11
Of Poseidon,Anna Banks,Fantasy,4,48495,Eastwood Publications,41
Mindhunter: Inside the FBI's Elite Serial Crime Unit,John E. Douglas,Crime,4.06,48489,Pearl Press,27
Knowing God,J.I. Packer,Religion,4.29,48475,Lotus Book Publishers,29
The Day the Crayons Quit,Drew Daywalt,Childrens,4.39,48438,Crimson Press,31
Daddy-Long-Legs,Jean Webster,Classics,4.15,48428,Onyx Publishing,28
Dissolution,C.J. Sansom,Historical,4.04,48238,Crimson Press,12
Dearly Devoted Dexter,Jeff Lindsay,Fiction,3.86,48197,Onyx Publishing,37
The Redemption of Callie & Kayden,Jessica Sorensen,NewAdult,4.1,48150,Coral Wave Press,14
Promise of Blood,Brian  McClellan,Fantasy,4.1,48136,Magnolia Books,6
No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,Nonfiction,3.99,48049,Amber Ink Publishers,33
Plum Lucky,Janet Evanovich,Mystery,3.75,48003,Emerald Literatures,39
Earth Unaware,Orson Scott Card,ScienceFiction,3.99,47883,Opal Book House,27
The Vincent Brothers,Abbi Glines,Romance,4.11,47805,Pearl Press,36
Fatal Voyage,Kathy Reichs,Mystery,4.05,47748,Saffron Reads,20
On the Jellicoe Road,Melina Marchetta,YoungAdult,4.13,47736,Cobalt Blue Books,22
Mad About the Boy,Helen Fielding,WomensFiction,3.36,47683,Lotus Pond Press,42
Dark Needs at Night's Edge,Kresley Cole,Romance,4.29,47472,Topaz Publishing,9
Harvesting the Heart,Jodi Picoult,Fiction,3.61,47365,Cherry Blossom Books,12
The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,Naoki Higashida,Nonfiction,3.81,47290,Indigo Bookworks,13
Incidents in the Life of a Slave Girl,Harriet Ann Jacobs,Nonfiction,4.1,47185,Coral Wave Press,35
Housekeeping,Marilynne Robinson,Fiction,3.8,47135,"Urban Leaf Publications, Coimbatore",7
The Heist,Janet Evanovich,Mystery,3.81,47113,Orchid Publications,36
The Rise of Endymion,Dan Simmons,ScienceFiction,4.17,47110,Silverline Publishers,37
"One Summer: America, 1927",Bill Bryson,History,4.07,47090,Riverdale Press,7
The Demigod Diaries,Rick Riordan,Fantasy,4.18,47055,Fernwood Publishers,49
Taken at Dusk,C.C. Hunter,YoungAdult,4.28,47044,Emerald Isle Publishers,37
Unorthodox: The Scandalous Rejection of My Hasidic Roots,Deborah Feldman,Autobiography,3.95,46996,Quartz Books,7
Sweet Tooth,Ian McEwan,Fiction,3.42,46933,Emerald Isle Publishers,46
O Pioneers!,Willa Cather,Classics,3.88,46844,Diamond Press,42
Seeress of Kell,David Eddings,Fantasy,4.09,46818,Orchid Publications,26
When the Wind Blows,James Patterson,Fiction,3.93,46750,Emerald Literatures,24
Tigana,Guy Gavriel Kay,Fantasy,4.06,46731,Topaz Publishing,11
A Kingdom of Dreams,Judith McNaught,Romance,4.22,46721,Jade Books,21
Second Chance Summer,Morgan Matson,YoungAdult,4.15,46627,Quartz Books,24
"Hawkeye, Volume 1: My Life as a Weapon",Matt Fraction,SequentialArt,4.13,46610,Riverbank Books,17
The Future of Us,Jay Asher,YoungAdult,3.57,46599,Pearl Press,39
The Husband,Dean Koontz,Thriller,3.82,46581,Eastwood Publications,29
Judge & Jury,James Patterson,Mystery,4,46528,Galaxy Press,8
Consent to Kill,Vince Flynn,Fiction,4.36,46266,Silver Oak Publishing,20
The Black Company,Glen Cook,Fantasy,3.91,46182,Diamond Press,13
Own the Wind,Kristen Ashley,Romance,4.21,46078,Marigold Press,14
The Program,Suzanne Young,YoungAdult,4.05,46058,"Urban Leaf Publications, Coimbatore",1
Boundless,Cynthia Hand,YoungAdult,4.11,45969,Riverbank Books,1
Tortilla Flat,John Steinbeck,Fiction,3.83,45914,Eastwood Publications,32
Metro 2033,Dmitry Glukhovsky,ScienceFiction,4,45888,Pearl Press,29
Sweet Peril,Wendy Higgins,Fantasy,4.25,45865,Fernwood Publishers,50
Whispers Under Ground,Ben Aaronovitch,Fantasy,4.16,45865,Marigold Press,49
"Batman, Volume 1: The Court of Owls",Scott Snyder,SequentialArt,4.32,45850,Cobalt Blue Books,21
Clash,Nicole  Williams,Romance,4.15,45836,Jade Books,37
Captain Underpants and the Attack of the Talking Toilets,Dav Pilkey,Childrens,4.07,45783,Diamond Press,18
Emperor of Thorns,Mark  Lawrence,Fantasy,4.25,45781,Emerald Isle Publishers,21
The House of Silk,Anthony Horowitz,Mystery,3.98,45686,Sunflower Press,36
Kill Shot,Vince Flynn,Fiction,4.31,45611,"Omni Books, Coimbatore",12
Captive Prince: Volume Two,C.S. Pacat,Fantasy,4.4,45582,CBE Publishers,11
The Secret,Julie Garwood,Romance,4.26,45408,Galaxy Press,18
The Histories,Herodotus,History,3.95,45397,Sunrise Books,3
Peril at End House,Agatha Christie,Mystery,3.97,45376,Lotus Pond Press,37
Escape from Mr. Lemoncello's Library,Chris Grabenstein,Childrens,4.12,45369,Goldleaf Publishers,31
Taking Chances,Molly McAdams,Romance,3.85,45355,Jade Books,37
Sweet Dreams,Kristen Ashley,Romance,4.39,45333,Magnolia Books,44
Just for Now,Abbi Glines,Romance,4.24,45277,Diamond Press,25
Stolen,Kelley Armstrong,Fantasy,4.13,45176,Heritage Publishing,11
Death du Jour,Kathy Reichs,Mystery,3.96,45172,Coimbatore Press,45
Two-Way Street,Lauren Barnholdt,YoungAdult,3.79,45164,Sunrise Books,19
A Week in Winter,Maeve Binchy,Fiction,3.83,45146,Emerald Literatures,31
Traveling Mercies: Some Thoughts on Faith,Anne Lamott,Nonfiction,4.13,45087,"Omni Books, Coimbatore",13
The Collectors,David Baldacci,Fiction,4.03,45047,Maple Leaf Books,28
"Forgive Me, Leonard Peacock",Matthew Quick,YoungAdult,3.87,45043,Teal Publications,16
The Buddha in the Attic,Julie Otsuka,Historical,3.64,45037,Lotus Book Publishers,45
Playing for Pizza,John Grisham,Fiction,3.46,44934,Eastwood Publications,46
The Crown of Embers,Rae Carson,Fantasy,4.18,44918,Topaz Publishing,6
The Winner,David Baldacci,Fiction,4.08,44875,Riverdale Press,36
Love Unrehearsed,Tina Reber,Romance,4.25,44840,Galaxy Press,20
An Innocent Client,Scott Pratt,Mystery,4.15,44788,Mountain View Publishers,23
The Shining Girls,Lauren Beukes,Fiction,3.56,44726,Silverline Publishers,10
Heart of a Dog,Mikhail Bulgakov,Fiction,4.1,44705,Silverline Publishers,35
Many Waters,Madeleine L'Engle,Fantasy,3.96,44594,Coastal Breeze Publishers,27
Just My Type: A Book About Fonts,Simon Garfield,Nonfiction,3.89,44515,Lotus Pond Press,32
Horton Hatches the Egg,Dr. Seuss,Childrens,4.16,44501,Citrine Press,3
Montana Sky,Nora Roberts,Romance,4.08,44398,Topaz Publishing,20
Smilla's Sense of Snow,Peter HAA eg,Fiction,3.75,44371,Riverdale Press,17
Beach Music,Pat Conroy,Fiction,4.16,44369,Star Light Publishing,47
Into the Still Blue,Veronica Rossi,YoungAdult,4.15,44314,Lotus Pond Press,2
Etiquette & Espionage,Gail Carriger,ScienceFiction,3.81,44255,Coral Wave Press,23
The Most Dangerous Game,Richard Connell,Classics,3.94,44243,Indigo Bookworks,36
The Last Boyfriend,Nora Roberts,Romance,4.08,44236,Orchid Publications,11
Fever,Lauren DeStefano,YoungAdult,3.78,44160,Magnolia Books,44
The Leftovers,Tom Perrotta,Fiction,3.41,44051,Goldleaf Publishers,1
Magic Breaks,Ilona Andrews,Fantasy,4.47,44029,Maple Leaf Books,43
Throne of Jade,Naomi Novik,Fantasy,3.87,44002,Fernwood Publishers,20
Hell's Angels,Hunter S. Thompson,Nonfiction,3.97,43964,Coastal Breeze Publishers,47
The White Dragon,Anne McCaffrey,Fantasy,4.18,43867,Lotus Book Publishers,25
The Other Side of Midnight,Sidney Sheldon,Fiction,3.93,43838,Velvet Ink Press,26
The Chocolate War,Robert Cormier,YoungAdult,3.49,43782,"Urban Leaf Publications, Coimbatore",22
Frigid,J. Lynn,NewAdult,3.73,43645,Star Light Publishing,17
Flora & Ulysses: The Illuminated Adventures,Kate DiCamillo,Childrens,3.87,43642,Crimson Press,6
Where Eagles Dare,Alistair MacLean,Fiction,4.14,43623,Jade Books,15
Perelandra,C.S. Lewis,ScienceFiction,3.99,43550,Emerald Literatures,23
How I Live Now,Meg Rosoff,YoungAdult,3.58,43322,Mountain View Publishers,9
The Myth of Sisyphus and Other Essays,Albert Camus,Philosophy,4.21,43243,NorthStar Books,28
London Bridges,James Patterson,Mystery,3.94,43236,Indigo Bookworks,22
The Shock of the Fall,Nathan Filer,Fiction,3.77,43236,Lotus Book Publishers,24
Feral Sins,Suzanne Wright,Fantasy,4.05,43170,Onyx Publishing,19
Touch of Power,Maria V. Snyder,Fantasy,4.14,43085,"Global Reads, Coimbatore",45
Rise of Empire,Michael J. Sullivan,Fantasy,4.37,43068,Indigo Bookworks,19
Lothaire,Kresley Cole,Romance,4.38,43032,Sunrise Books,16
The Orchardist,Amanda Coplin,Fiction,3.78,43029,Emerald Isle Publishers,14
Zoo,James Patterson,Fiction,3.51,43021,Fernwood Publishers,34
Fight with Me,Kristen Proby,Romance,4.24,42979,Coral Wave Press,32
Iced,Karen Marie Moning,Fantasy,4.09,42970,"Omni Books, Coimbatore",15
"Avatar: The Last Airbender - The Promise, Part 1",Gene Luen Yang,SequentialArt,4.33,42887,Crimson Press,21
Second Glance,Jodi Picoult,Fiction,3.8,42887,Coastal Breeze Publishers,30
Edenbrooke,Julianne Donaldson,Romance,4.33,42719,Coimbatore Book House,27
The Seat of the Soul,Gary Zukav,Spirituality,3.99,42606,Blue Horizon Publishers,32
Lincoln,David Herbert Donald,Biography,4.14,42426,Teal Publications,28
Two Boys Kissing,David Levithan,YoungAdult,4.09,42373,Jade Books,26
The Call of Cthulhu,H.P. Lovecraft,Horror,4.01,42334,Cherry Blossom Books,32
On the Way to the Wedding,Julia Quinn,Romance,3.84,42304,Heritage Publishing,47
Midnight Awakening,Lara Adrian,Romance,4.21,42281,NorthStar Books,30
Eva Luna,Isabel Allende,Fiction,3.98,42260,Coral Wave Press,2
Law Man,Kristen Ashley,Romance,4.31,42210,Sunrise Books,3
Third Grave Dead Ahead,Darynda Jones,Fantasy,4.33,42184,Pearl Press,44
War Brides,Helen Bryan,Historical,3.8,42175,Heritage Publishing,16
Murder in Mesopotamia,Agatha Christie,Mystery,3.92,42022,Galaxy Press,49
Lord John and the Private Matter,Diana Gabaldon,Historical,3.71,41985,Star Light Publishing,28
Songs of Innocence and of Experience,William Blake,Poetry,4.09,41939,Saffron Reads,4
Boomerang: Travels in the New Third World,Michael   Lewis,Nonfiction,3.9,41918,Eastwood Publications,47
Drawing from Memory,Allen Say,Art,3.9,41912,Riverbank Books,34
The Uncommon Reader,Alan Bennett,Fiction,3.76,41883,Galaxy Press,39
"Good Night, Mr. Tom",Michelle Magorian,Historical,4.29,41876,Silver Oak Publishing,37
Tehanu,Ursula K. Le Guin,Fantasy,3.94,41805,Teal Publications,43
The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,Nonfiction,4.23,41689,Blue Horizon Publishers,30
Appointment with Death,Agatha Christie,Mystery,3.88,41592,Marigold Press,8
Use of Weapons,Iain M. Banks,ScienceFiction,4.17,41559,Silverline Publishers,16
Searching for Dragons,Patricia C. Wrede,Fantasy,4.27,41505,Opal Book House,2
The Mystery of the Blue Train,Agatha Christie,Mystery,3.84,41386,Sunflower Press,12
Stay Close,Harlan Coben,Mystery,3.89,41304,"Urban Leaf Publications, Coimbatore",40
Uncommon Criminals,Ally Carter,YoungAdult,4.13,41301,Maple Leaf Books,1
Starters,Lissa Price,YoungAdult,3.9,41220,Lotus Pond Press,1
Carolina Moon,Nora Roberts,Romance,4.06,41095,BookTown Coimbatore,9
The Far Pavilions,M.M. Kaye,Historical,4.2,41047,Amber Ink Publishers,43
Just One Year,Gayle Forman,YoungAdult,3.89,41012,Heritage Publishing,1
Wild Man,Kristen Ashley,Romance,4.19,40979,Coastal Breeze Publishers,22
The Midwife's Apprentice,Karen Cushman,Historical,3.72,40947,Greenfield Publishing,48
Shakespeare: The World as Stage,Bill Bryson,Nonfiction,3.8,40909,Jade Books,8
